,/lpc/f71858/voltage/0,/lpc/f71858/voltage/1,/lpc/f71858/voltage/2,/lpc/f71858/temperature/0,/lpc/f71858/temperature/1,/lpc/f71858/temperature/2,/lpc/f71858/fan/0,/lpc/f71858/fan/1,/intelcpu/0/load/1,/intelcpu/0/load/2,/intelcpu/0/load/3,/intelcpu/0/load/4,/intelcpu/0/load/0,/intelcpu/0/temperature/0,/intelcpu/0/temperature/1,/intelcpu/0/temperature/2,/intelcpu/0/temperature/3,/intelcpu/0/clock/1,/intelcpu/0/clock/2,/intelcpu/0/clock/3,/intelcpu/0/clock/4,/intelcpu/0/clock/0,/ram/load/0,/ram/data/0,/ram/data/1,/atigpu/0/temperature/0,/atigpu/0/fan/0,/atigpu/0/control/0,/atigpu/0/clock/0,/atigpu/0/clock/1,/atigpu/0/voltage/0,/atigpu/0/load/0,/hdd/0/temperature/0,/hdd/0/load/0,/hdd/1/temperature/0,/hdd/1/load/0,/hdd/2/temperature/0,/hdd/2/load/0
Time,"VCC3V","VSB3V","Battery","Temperature #1","Temperature #2","Temperature #3","CPU Fan","Case Fan","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Total","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","Bus Speed","Memory","Used Memory","Available Memory","GPU Core","GPU Fan","GPU Fan","GPU Core","GPU Memory","GPU Core","GPU Core","Temperature","Used Space","Temperature","Used Space","Temperature","Used Space"
04/24/2016 17:46:04,3.29600024,3.31200027,3.24800014,37.25,39.25,57.25,1236.60352,959.6929,2.30768919,3.82283926,0.7692337,1.53846145,2.10955739,52,51,49,48,1197.0813,1197.0813,1197.0813,1197.0813,133.009033,27.9261475,4.45702362,11.5030136,42.5000038,1618,30,250,150,0.900000036,0,34,38.630703,33,55.77464,31,66.037796
04/24/2016 17:46:05,3.29600024,3.29600024,3.24800014,37.375,40,57.375,1274.42651,958.466431,13.0769253,17.7043266,13.0769253,17.6923027,15.387619,57,59,53,57,2926.19751,2926.19751,1197.08081,1197.08081,133.008972,28.00454,4.469536,11.4905014,42.5000038,1605,30,250,150,0.900000036,2,34,38.630703,33,55.77464,31,66.037796
04/24/2016 17:46:06,3.29600024,3.31200027,3.24800014,37.25,43.125,57.125,1238.64575,952.381,3.06526423,4.615384,3.076923,5.384612,4.03555,52,52,51,48,1197.08118,1197.08118,1197.08118,1197.08118,133.009018,28.0064774,4.469845,11.4901924,42.5000038,1613,30,250,150,0.900000036,0,34,38.630703,33,55.77464,31,66.037796
04/24/2016 17:46:07,3.29600024,3.29600024,3.24800014,37.375,43.125,57.25,1265.82275,964.630249,15.3966312,10.76923,10.76923,24.6153831,15.387619,57,55,52,51,1197.08118,1197.08118,1197.08118,1197.08118,133.009018,28.0793533,4.481476,11.4785614,42.5000038,1604,30,250,150,0.900000036,0,34,38.630703,33,55.77464,31,66.037796
04/24/2016 17:46:08,3.29600024,3.31200027,3.24800014,37.5,42.375,57.25,1246.88281,957.243164,4.615384,3.076923,1.53846145,9.230768,4.6153903,52,53,51,50,1197.08142,1197.08142,1197.08142,1197.08142,133.009048,28.0785675,4.48135,11.4786873,42.5000038,1612,30,250,150,0.900000036,0,34,38.630703,33,55.77464,31,66.037796
04/24/2016 17:46:09,3.29600024,3.31200027,3.24800014,37.5,41.125,57.625,1265.82275,974.6589,3.8461566,2.30768919,4.615384,1.53846145,3.076923,53,51,49,49,1197.08118,1197.08118,1197.08118,1197.08118,133.009018,28.0711365,4.48016357,11.4798737,42.5000038,1615,30,250,150,0.900000036,0,34,38.630703,33,55.77464,31,66.037796
04/24/2016 17:46:10,3.28000021,3.29600024,3.24800014,37.375,40,57.25,1246.88281,965.8725,4.615384,7.69230747,4.615384,8.4615345,6.346154,54,52,50,50,1197.08081,1197.08081,1197.08081,1197.08081,133.008987,28.0707245,4.48009872,11.4799385,43.0000038,1611,30,500,1250,1.0200001,11,34,38.630703,33,55.77464,31,66.037796
04/24/2016 17:46:11,3.29600024,3.31200027,3.24800014,37.25,40.125,57.25,1240.69482,954.805847,3.8461566,3.8461566,5.384612,9.230768,5.576926,53,51,50,49,1197.0813,1197.0813,1197.0813,1197.0813,133.009033,28.0713959,4.48020554,11.4798317,42.5000038,1609,30,250,150,0.900000036,4,34,38.630703,33,55.77464,31,66.037796
04/24/2016 17:46:12,3.29600024,3.31200027,3.24800014,37.375,39.875,57.125,1236.60352,952.381,1.53846145,3.076923,1.53846145,6.947112,3.27523947,53,52,50,50,1197.0813,1197.0813,1197.0813,1197.0813,133.009033,28.0715866,4.480236,11.4798012,42.5000038,1612,30,250,150,0.900000036,1,34,38.630703,33,55.77464,31,66.037796
04/24/2016 17:46:13,3.28000021,3.29600024,3.232,37.5,41,57.25,1240.69482,951.1731,9.2427845,16.1538486,15.3846149,11.515152,13.0741005,53,52,49,50,1197.08118,1197.08118,1197.08118,1197.08118,133.009018,28.0872726,4.48273849,11.4772987,42.5000038,1602,30,250,150,0.900000036,9,34,38.630703,33,55.77464,31,66.037796
04/24/2016 17:46:14,3.29600024,3.31200027,3.24800014,37.25,40.5,57.125,1238.64575,952.381,4.615384,1.53846145,4.615384,7.69230747,4.615384,53,51,49,50,1197.08154,1197.08154,1197.08154,1197.08154,133.009048,28.0769882,4.481098,11.4789391,42.5000038,1610,30,250,150,0.900000036,0,34,38.630703,33,55.77464,31,66.037796
04/24/2016 17:46:15,3.28000021,3.29600024,3.232,37.25,40.25,57.625,1242.75061,951.1731,5.372959,6.153846,0.7692337,3.076923,3.843236,53,51,49,50,1197.08057,1197.08057,1197.08057,1197.08057,133.008957,28.0615234,4.47863,11.4814072,44.5000038,1576,30,800,1250,1.1,0,34,38.630703,33,55.77464,31,66.037796
04/24/2016 17:46:16,3.28000021,3.29600024,3.232,37.25,40,57.25,1244.81323,958.466431,1.53846145,3.8461566,1.53846145,1.53846145,2.11538672,52,50,51,50,1197.0813,1197.0813,1197.0813,1197.0813,133.009033,28.0601883,4.47841644,11.4816208,45.0000038,1533,30,800,1250,1.1,0,34,38.630703,33,55.77464,31,66.037796
04/24/2016 17:46:18,3.28000021,3.29600024,3.232,37.25,39.75,57.25,1244.81323,957.243164,0,0.7692337,0.7692337,1.53846145,0.7692337,53,52,50,49,1197.0813,1197.0813,1197.0813,1197.0813,133.009033,28.0590363,4.47823334,11.4818039,45.0000038,1518,30,800,1250,1.1,0,34,38.630703,33,55.77464,31,66.037796
04/24/2016 17:46:19,3.28000021,3.29600024,3.232,37.5,39.875,57,1246.88281,951.1731,2.30768919,4.615384,0.7692337,3.8461566,2.88461447,51,51,50,49,1197.08118,1197.08118,1197.08118,1197.08118,133.009033,28.0591812,4.478256,11.481781,45.5000038,1512,30,800,1250,1.1,0,34,38.630703,33,55.77464,31,66.037796
04/24/2016 17:46:20,3.29600024,3.29600024,3.232,37.25,39.75,57.125,1244.81323,958.466431,0.7692337,2.30768919,2.30768919,1.53846145,1.73076987,54,51,51,49,1197.08093,1197.08093,1197.08093,1197.08093,133.009,28.0591354,4.4782486,11.4817886,45.5000038,1511,30,800,1250,1.1,0,34,38.630703,33,55.77464,31,66.037796
04/24/2016 17:46:21,3.29600024,3.29600024,3.232,37,39.5,57.125,1246.88281,957.243164,0.7692337,2.34375,0.7692337,1.53846145,1.3551712,53,51,50,49,1197.0813,1197.0813,1197.0813,1197.0813,133.009033,28.05935,4.478283,11.4817543,45.5000038,1509,30,800,1250,1.1,0,34,38.630703,33,55.77464,31,66.037796
04/24/2016 17:46:22,3.29600024,3.31200027,3.24800014,37.125,39.5,57.25,1274.42651,952.381,1.53846145,4.54545,0.7692337,3.076923,2.48252153,53,51,50,49,1197.08118,1197.08118,1197.08118,1197.08118,133.009018,28.012001,4.470726,11.4893112,43.5000038,1569,30,250,150,0.900000036,0,34,38.630703,33,55.77464,31,66.037796
04/24/2016 17:46:23,3.29600024,3.31200027,3.24800014,37.375,39.25,57.125,1238.64575,952.381,3.8461566,2.30768919,0.7692337,3.076923,2.49999762,53,52,50,49,1197.08118,1197.08118,1197.08118,1197.08118,133.009018,28.0115051,4.470646,11.4893913,43.0000038,1599,30,250,150,0.900000036,0,34,38.630703,33,55.77464,31,66.037796
04/24/2016 17:46:24,3.29600024,3.29600024,3.24800014,37.5,39.625,57.375,1236.60352,952.381,3.076923,1.53846145,1.53846145,4.615384,2.692306,53,52,50,49,1197.08093,1197.08093,1197.08093,1197.08093,133.009,28.0114288,4.47063446,11.4894028,43.0000038,1612,30,500,1250,1.0200001,0,34,38.630703,33,55.77464,31,66.037796
04/24/2016 17:46:25,3.29600024,3.31200027,3.24800014,37.5,39.25,56.875,1236.60352,952.381,2.30768919,2.30768919,1.53846145,3.076923,2.30768919,52,50,50,49,1197.08142,1197.08142,1197.08142,1197.08142,133.009048,28.0114288,4.47063446,11.4894028,43.0000038,1613,30,250,150,0.900000036,0,34,38.630703,33,55.77464,31,66.037796
04/24/2016 17:46:26,3.29600024,3.31200027,3.24800014,37.25,39.75,57.125,1236.60352,958.466431,3.11414,6.92307949,3.8461566,3.076923,4.240072,53,51,50,49,1197.08118,1197.08118,1197.08118,1197.08118,133.009018,28.011528,4.47064972,11.4893875,43.0000038,1606,30,250,150,0.900000036,0,34,38.630703,33,55.77464,31,66.037796
04/24/2016 17:46:27,3.29600024,3.29600024,3.24800014,37.5,39.5,57.125,1238.64575,959.6929,1.53846145,1.53846145,2.30768919,2.30768919,1.9230783,51,51,49,49,1197.081,1197.081,1197.081,1197.081,133.009,28.0114822,4.470642,11.4893951,43.0000038,1612,30,250,150,0.900000036,0,34,38.630703,33,55.77464,31,66.037796
04/24/2016 17:46:28,3.29600024,3.29600024,3.24800014,37.5,39.5,57.25,1236.60352,958.466431,1.5504837,2.30768919,4.615384,2.30768919,2.695316,53,51,49,48,1197.08093,1197.08093,1197.08093,1197.08093,133.008987,28.0114059,4.47063065,11.4894066,43.0000038,1616,30,250,150,0.900000036,0,34,38.630703,33,55.77464,31,66.037796
04/24/2016 17:46:29,3.29600024,3.31200027,3.24800014,37,39.5,57.125,1236.60352,959.6929,3.076923,3.076923,4.615384,3.076923,3.46153975,53,51,49,48,1197.08154,1197.08154,1197.08154,1197.08154,133.009048,28.0114822,4.470642,11.4893951,43.0000038,1612,30,250,150,0.900000036,0,34,38.630703,32,55.77465,31,66.037796
04/24/2016 17:46:31,3.29600024,3.29600024,3.24800014,37.125,39.75,57.125,1238.64575,958.466431,2.30768919,4.615384,2.30768919,12.2494164,5.37005043,52,52,48,50,1197.081,1197.081,1197.081,1197.081,133.009,28.04432,4.47588348,11.4841537,43.0000038,1613,30,250,150,0.900000036,0,34,38.630703,32,55.77465,31,66.037796
04/24/2016 17:46:32,3.29600024,3.31200027,3.24800014,37.25,39.75,57.25,1238.64575,951.1731,5.384612,6.153846,4.615384,6.153846,5.57692051,53,52,49,50,1995.1355,1995.1355,1197.0813,1197.0813,133.009033,28.04432,4.47588348,11.4841537,43.0000038,1611,30,250,150,0.900000036,10,34,38.630703,32,55.77465,31,66.037796
04/24/2016 17:46:33,3.29600024,3.31200027,3.24800014,37.25,40.25,57,1236.60352,952.381,11.55048,7.69230747,9.230768,13.0769253,10.3876228,54,52,50,50,1197.08118,1197.08118,1197.08118,1197.08118,133.009033,28.048027,4.476475,11.4835625,43.0000038,1612,30,250,150,0.900000036,0,34,38.630703,32,55.77465,31,66.037796
04/24/2016 17:46:34,3.29600024,3.29600024,3.24800014,37.5,39.875,57.125,1236.60352,952.381,3.834498,4.60373163,3.8461566,8.4615345,5.18648052,52,50,49,49,1197.08093,1197.08093,1197.08093,1197.08093,133.009,28.00476,4.46957,11.4904671,43.0000038,1614,30,250,150,0.900000036,0,34,38.630703,32,55.77465,31,66.037796
04/24/2016 17:46:35,3.29600024,3.31200027,3.24800014,37.375,39.625,57,1238.64575,952.381,11.5625019,6.153846,3.076923,7.69230747,7.121396,62,54,51,51,1197.08142,2926.19922,2926.19922,2926.19922,133.009048,27.9980621,4.468502,11.4915352,43.0000038,1613,30,250,150,0.900000036,0,34,38.630703,32,55.77465,31,66.037796
04/24/2016 17:46:36,3.29600024,3.29600024,3.24800014,37.375,40.25,57.125,1240.69482,952.381,5.372959,4.615384,6.92307949,8.4615345,6.34324,53,52,50,49,1197.08069,1197.08069,1197.08069,1197.08069,133.008972,27.9979477,4.468483,11.4915543,43.0000038,1609,30,250,150,0.900000036,0,34,38.630703,32,55.77465,31,66.037796
04/24/2016 17:46:37,3.29600024,3.29600024,3.24800014,37.125,39.75,57.125,1238.64575,959.6929,3.8461566,4.615384,1.53846145,3.076923,3.26923132,51,51,51,49,1197.0813,1197.0813,1197.0813,1197.0813,133.009033,27.9979935,4.4684906,11.4915466,43.0000038,1611,30,250,150,0.900000036,0,34,38.630703,32,55.77465,31,66.037796
04/24/2016 17:46:38,3.29600024,3.29600024,3.24800014,37.125,39.75,57.125,1238.64575,959.6929,5.384612,5.384612,5.384612,6.153846,5.57692051,53,51,49,49,1197.081,1197.081,1197.081,1197.081,133.009,27.9978485,4.46846771,11.4915695,43.0000038,1613,30,250,150,0.900000036,1,34,38.630703,32,55.77465,31,66.037796
04/24/2016 17:46:39,3.29600024,3.31200027,3.24800014,37.125,39.5,57.125,1238.64575,959.6929,0,5.396634,0.7692337,2.30768919,2.1183908,52,51,49,49,1197.08142,1197.08142,1197.08142,1197.08142,133.009048,27.98999,4.46721268,11.4928246,43.0000038,1615,30,250,150,0.900000036,0,34,38.630703,32,55.77465,31,66.037796
04/24/2016 17:46:40,3.29600024,3.29600024,3.24800014,37,39.25,57.125,1236.60352,959.6929,5.396634,3.076923,0,4.615384,3.27223539,53,52,50,49,1197.081,1197.081,1197.081,1197.081,133.009,27.9898224,4.467186,11.4928513,43.0000038,1616,30,250,150,0.900000036,16,34,38.630703,32,55.77465,31,66.037796
04/24/2016 17:46:41,3.29600024,3.31200027,3.24800014,37.25,39.625,57.25,1238.64575,959.6929,4.615384,6.153846,5.384612,4.615384,5.19230366,55,53,50,51,2527.172,2527.172,2527.172,2527.172,133.009064,27.98973,4.46717072,11.4928665,43.0000038,1615,30,500,1250,1.0200001,0,34,38.630703,32,55.77465,31,66.037796
04/24/2016 17:46:42,3.29600024,3.29600024,3.24800014,37.125,40.25,57.125,1238.64575,959.6929,7.68065453,6.911421,9.230768,10.76923,8.648014,53,51,50,50,1197.08069,1197.08069,1197.08069,1197.08069,133.008957,28.030983,4.473755,11.4862823,43.0000038,1611,30,250,150,0.900000036,0,34,38.630703,32,55.77465,31,66.037796
04/24/2016 17:46:43,3.29600024,3.29600024,3.24800014,37.25,39.75,57.125,1238.64575,952.381,2.30768919,1.53846145,3.8461566,1.53846145,2.30768919,54,52,49,50,1197.08142,1197.08142,1197.08142,1197.08142,133.009048,28.0043716,4.469509,11.4905281,43.0000038,1614,30,250,150,0.900000036,0,34,38.630703,32,55.77465,31,66.037796
04/24/2016 17:46:44,3.29600024,3.29600024,3.24800014,37.25,40.25,57.125,1236.60352,952.381,6.153846,6.153846,6.92307949,10.0000019,7.30769062,53,53,51,50,1197.08093,1197.08093,1197.08093,1197.08093,133.008987,28.0092087,4.47027969,11.4897575,43.0000038,1613,30,250,150,0.900000036,11,34,38.630703,32,55.77465,31,66.037796
04/24/2016 17:46:45,3.29600024,3.31200027,3.24800014,37.5,39.75,57.25,1236.60352,952.381,7.716346,3.8461566,3.076923,6.153846,5.19831753,53,52,49,49,1197.08118,1197.08118,1197.08118,1197.08118,133.009018,28.00782,4.47005844,11.4899788,43.0000038,1613,30,250,150,0.900000036,15,34,38.630703,32,55.77465,31,66.037796
04/24/2016 17:46:46,3.29600024,3.29600024,3.232,37.375,40,57.125,1240.69482,952.381,9.988344,3.8461566,6.92307949,10.0240345,7.695407,54,53,51,51,1729.11768,1197.08154,1197.08154,1729.11768,133.009064,28.0410843,4.4753685,11.4846687,43.0000038,1605,30,250,150,0.900000036,12,34,38.630703,32,55.77465,31,66.037796
04/24/2016 17:46:47,3.29600024,3.31200027,3.24800014,37.25,39.875,57.25,1236.60352,952.381,4.615384,3.858173,3.076923,7.70432949,4.81370068,51,51,50,49,1197.08093,1197.08093,1197.08093,1197.08093,133.008987,28.0280151,4.473282,11.4867554,43.0000038,1613,30,250,150,0.900000036,0,34,38.630703,32,55.77465,31,66.037796
04/24/2016 17:46:48,3.29600024,3.31200027,3.24800014,37.25,40,57,1238.64575,959.6929,7.69230747,10.0000019,5.384612,9.207809,8.071184,52,52,50,50,1197.081,1197.081,1197.081,1197.081,133.009,28.0295715,4.47353,11.4865074,43.0000038,1608,30,250,150,0.900000036,0,34,38.630703,32,55.77465,31,66.037796
04/24/2016 17:46:49,3.29600024,3.31200027,3.24800014,37.375,39.75,57,1236.60352,959.6929,5.384612,4.615384,1.53846145,6.92307949,4.615384,52,52,51,47,1197.081,1197.081,1197.081,1197.081,133.009,28.0187912,4.47180939,11.4882278,42.5000038,1613,30,250,150,0.900000036,0,34,38.630703,32,55.77465,31,66.037796
04/24/2016 17:46:50,3.29600024,3.29600024,3.24800014,37.5,39.25,57,1236.60352,959.6929,3.076923,3.8461566,1.53846145,5.384612,3.46153975,52,51,49,49,1197.08118,1197.08118,1197.08118,1197.08118,133.009018,27.9977112,4.468445,11.4915924,42.5000038,1617,30,250,150,0.900000036,0,34,38.630703,32,55.77465,31,66.037796
04/24/2016 17:46:51,3.29600024,3.29600024,3.24800014,37.375,39.5,57.125,1238.64575,960.9225,4.615384,4.615384,3.8461566,6.153846,4.80769253,53,53,50,50,2128.145,1995.136,1995.136,1995.136,133.009064,27.99733,4.468384,11.4916534,43.0000038,1614,30,250,150,0.900000036,14,34,38.630703,32,55.77465,31,66.037796
04/24/2016 17:46:52,3.29600024,3.29600024,3.24800014,37.375,40.375,57,1236.60352,959.6929,10.0000019,7.66934156,10.76923,8.4615345,9.225029,52,52,49,49,1197.08081,1197.08081,1197.08081,1197.08081,133.008987,28.0236664,4.47258759,11.48745,43.0000038,1610,30,250,150,0.900000036,0,34,38.630703,32,55.77465,31,66.037796
04/24/2016 17:46:53,3.29600024,3.31200027,3.24800014,37.5,40.25,57.25,1238.64575,959.6929,6.153846,6.92307949,3.8461566,12.3076916,7.30769062,53,52,50,50,1197.08118,1197.08118,1197.08118,1197.08118,133.009018,28.0282745,4.473324,11.4867134,42.5000038,1612,30,250,150,0.900000036,0,34,38.630703,32,55.77465,31,66.037796
04/24/2016 17:46:54,3.29600024,3.31200027,3.24800014,37.375,39.5,57.125,1236.60352,952.381,3.8461566,3.076923,0.7692337,1.53846145,2.30769515,53,51,50,49,1197.08118,1197.08118,1197.08118,1197.08118,133.009018,28.0165863,4.47145844,11.4885788,42.5000038,1616,30,250,150,0.900000036,0,34,38.630703,32,55.77465,31,66.037796
04/24/2016 17:46:55,3.28000021,3.29600024,3.24800014,37.5,39.5,57.375,1236.60352,952.381,6.92307949,3.8461566,2.30768919,6.92307949,5.000001,54,56,51,51,2926.199,1197.08142,1197.08142,2926.199,133.009048,28.01487,4.471184,11.4888535,43.0000038,1608,30,250,150,0.900000036,11,34,38.630703,32,55.77465,31,66.037796
04/24/2016 17:46:56,3.29600024,3.31200027,3.24800014,37.5,40.625,57.375,1238.64575,952.381,8.4615345,7.68065453,13.8461533,9.230768,9.804773,53,52,50,50,1197.08081,1197.08081,1197.08081,1197.08081,133.008987,28.0648727,4.479164,11.4808731,43.0000038,1609,30,250,150,0.900000036,5,34,38.630703,32,55.77465,31,66.037796
04/24/2016 17:46:57,3.28000021,3.28000021,3.232,37.375,40,57.25,1238.64575,952.381,3.076923,3.8461566,2.30768919,4.615384,3.46153975,53,52,50,49,1197.08142,1197.08142,1197.08142,1197.08142,133.009048,28.1057968,4.485695,11.4743423,43.0000038,1608,30,250,150,0.900000036,0,34,38.630703,32,55.77465,31,66.037796
04/24/2016 17:46:58,3.29600024,3.31200027,3.24800014,37.25,39.75,57.125,1238.64575,952.381,3.076923,1.53846145,1.53846145,4.615384,2.692306,52,51,50,51,1197.0813,1197.0813,1197.0813,1197.0813,133.009033,28.1054611,4.48564148,11.4743958,42.5000038,1613,30,250,150,0.900000036,0,34,38.630703,32,55.77465,31,66.037796
04/24/2016 17:47:00,3.29600024,3.31200027,3.24800014,37.5,39.25,57.125,1238.64575,959.6929,3.076923,1.52680874,3.076923,1.53846145,2.30478048,53,52,51,49,1197.08069,1197.08069,1197.08069,1197.08069,133.008972,28.0561447,4.47777176,11.4822655,42.5000038,1616,30,250,150,0.900000036,21,34,38.630703,32,55.77468,31,66.037796
04/24/2016 17:47:01,3.29600024,3.29600024,3.24800014,37.5,39.5,57.25,1236.60352,959.6929,1.53846145,3.06526423,0.7692337,3.8461566,2.30477452,52,52,49,49,1197.08142,1197.08142,1197.08142,1197.08142,133.009048,28.01561,4.471302,11.4887352,42.5000038,1615,30,250,150,0.900000036,0,34,38.630703,32,55.77468,31,66.037796
04/24/2016 17:47:02,3.29600024,3.31200027,3.24800014,37.375,39.25,57,1236.60352,959.6929,2.30768919,2.30768919,0.7692337,1.53846145,1.73076987,52,51,49,49,1197.081,1197.081,1197.081,1197.081,133.009,28.0154419,4.47127533,11.4887619,42.5000038,1617,30,250,150,0.900000036,0,34,38.630703,32,55.77468,31,66.037796
04/24/2016 17:47:03,3.29600024,3.29600024,3.24800014,37.125,39.5,57.25,1236.60352,959.6929,5.384612,3.076923,3.076923,0,2.88461447,53,51,49,49,1197.081,1197.081,1197.081,1197.081,133.009,28.0154877,4.471283,11.4887543,42.5000038,1618,30,250,150,0.900000036,0,34,38.630703,32,55.77468,31,66.037796
04/24/2016 17:47:04,3.29600024,3.29600024,3.24800014,37.25,39.75,57.125,1238.64575,959.6929,6.153846,3.076923,0.7692337,3.076923,3.26923132,53,51,51,48,1197.081,1197.081,1197.081,1197.081,133.009,28.012146,4.470749,11.4892883,42.5000038,1610,30,250,150,0.900000036,0,34,38.630703,32,55.77468,31,66.037796
04/24/2016 17:47:05,3.29600024,3.31200027,3.24800014,37.125,39.25,57.25,1238.64575,952.381,1.53846145,0,1.53846145,1.53846145,1.15385056,52,51,49,49,1197.08179,1197.08179,1197.08179,1197.08179,133.009079,28.0122147,4.47076035,11.4892769,42.5000038,1615,30,250,150,0.900000036,0,34,38.630703,32,55.77468,31,66.037796
04/24/2016 17:47:06,3.29600024,3.29600024,3.24800014,37,39.625,57.125,1240.69482,952.381,3.82283926,3.076923,4.615384,2.30768919,3.45571041,52,52,50,50,1197.08069,1197.08069,1197.08069,1197.08069,133.008957,28.012146,4.470749,11.4892883,43.0000038,1608,30,250,150,0.900000036,0,34,38.630703,32,55.77468,31,66.037796
04/24/2016 17:47:07,3.29600024,3.31200027,3.24800014,37.125,39.25,57.25,1238.64575,952.381,1.53846145,0.7692337,1.53846145,1.53846145,1.346153,52,51,50,49,1197.08118,1197.08118,1197.08118,1197.08118,133.009018,28.0121689,4.47075272,11.4892845,42.5000038,1612,30,250,150,0.900000036,0,34,38.630703,32,55.77468,31,66.037796
04/24/2016 17:47:08,3.29600024,3.29600024,3.24800014,37.375,39.375,57,1238.64575,952.381,4.615384,5.384612,3.8461566,7.69230747,5.384618,54,51,50,51,1197.081,1197.081,1197.081,1197.081,133.009,28.012146,4.470749,11.4892883,43.0000038,1607,30,250,150,0.900000036,0,34,38.630703,32,55.77468,31,66.037796
04/24/2016 17:47:09,3.29600024,3.29600024,3.24800014,37.5,39.375,57.25,1236.60352,952.381,1.53846145,2.30768919,0.7692337,1.53846145,1.53846145,53,51,50,49,1197.08179,1197.08179,1197.08179,1197.08179,133.0091,28.0121231,4.470745,11.4892921,42.5000038,1614,30,250,150,0.900000036,0,34,38.630703,32,55.77468,31,66.037796
04/24/2016 17:47:10,3.29600024,3.29600024,3.24800014,37.5,39.5,57.25,1236.60352,953.591858,5.384612,5.384612,3.076923,3.8461566,4.42307568,51,51,48,50,1197.08057,1197.08057,1197.08057,1197.08057,133.008957,28.0120468,4.47073364,11.4893036,43.0000038,1609,30,250,150,0.900000036,0,34,38.630703,32,55.77468,31,66.037796
04/24/2016 17:47:11,3.29600024,3.29600024,3.24800014,37.25,39.625,57.125,1236.60352,960.9225,10.0000019,6.153846,0.7692337,3.8461566,5.19230366,58,56,51,52,1197.0813,1197.0813,1197.0813,2926.19873,133.009033,28.012001,4.470726,11.4893112,43.0000038,1611,30,250,150,0.900000036,0,34,38.630703,32,55.77468,31,66.037796
04/24/2016 17:47:12,3.29600024,3.29600024,3.24800014,37.5,40.125,57.25,1238.64575,959.6929,3.8461566,3.834498,3.8461566,3.8461566,3.843236,53,51,49,49,1197.0813,1197.0813,1197.0813,1197.0813,133.009033,28.0218048,4.47229,11.4877472,42.5000038,1612,30,250,150,0.900000036,0,34,38.630703,32,55.77468,31,66.037796
04/24/2016 17:47:13,3.29600024,3.31200027,3.24800014,37.5,39.375,57.5,1236.60352,959.6929,5.384612,0.7692337,1.53846145,2.30768919,2.50000358,54,52,49,48,2261.15356,2261.15356,2261.15356,2261.15356,133.009033,28.01905,4.47185135,11.4881859,42.5000038,1616,30,250,150,0.900000036,0,34,38.630703,32,55.77468,31,66.037796
04/24/2016 17:47:14,3.29600024,3.31200027,3.24800014,37.5,39.5,57.75,1236.60352,959.6929,2.30768919,3.076923,1.53846145,2.30768919,2.30769515,51,51,49,50,1197.08069,1197.08069,1197.08069,1197.08069,133.008972,28.0202255,4.47203827,11.487999,42.5000038,1614,30,250,150,0.900000036,0,34,38.630703,32,55.77468,31,66.037796
04/24/2016 17:47:15,3.29600024,3.29600024,3.24800014,37.25,39.25,57.625,1236.60352,959.6929,1.53846145,0.7692337,1.53846145,1.53846145,1.346153,52,52,49,50,1197.08118,1197.08118,1197.08118,1197.08118,133.009018,28.0195313,4.47192764,11.48811,42.5000038,1617,30,250,150,0.900000036,0,34,38.630703,32,55.77468,31,66.037796
04/24/2016 17:47:16,3.29600024,3.29600024,3.24800014,37.125,39.25,57.75,1236.60352,953.591858,0.7692337,1.5504837,1.53846145,1.53846145,1.349163,52,51,50,49,1197.08142,1197.08142,1197.08142,1197.08142,133.009048,28.0196457,4.47194672,11.4880905,42.5000038,1618,30,250,150,0.900000036,0,34,38.630703,32,55.77468,31,66.037796
04/24/2016 17:47:17,3.29600024,3.31200027,3.24800014,37.25,39.75,57.625,1236.60352,952.381,6.153846,5.372959,0.7692337,0.7692337,3.26631665,52,51,49,49,1197.08081,1197.08081,1197.08081,1197.08081,133.008972,27.99833,4.468544,11.4914932,42.5000038,1616,30,250,150,0.900000036,0,34,38.630703,32,55.77468,31,66.037796
04/24/2016 17:47:18,3.29600024,3.31200027,3.24800014,37.5,39.25,57.5,1238.64575,952.381,0.7692337,2.30768919,0.7692337,0.7692337,1.15385056,52,51,50,48,1197.0813,1197.0813,1197.0813,1197.0813,133.009033,27.99823,4.46852875,11.4915085,42.5000038,1619,30,250,150,0.900000036,0,34,38.630703,32,55.77468,31,66.037796
04/24/2016 17:47:19,3.29600024,3.29600024,3.24800014,37.375,39.625,57.375,1238.64575,952.381,6.130534,2.30768919,3.8461566,6.153846,4.60955524,53,51,50,49,1197.08154,1197.08154,1197.08154,1197.08154,133.009064,27.9852524,4.46645737,11.49358,42.5000038,1616,30,250,150,0.900000036,0,34,38.630703,32,55.77468,31,66.037796
04/24/2016 17:47:20,3.29600024,3.29600024,3.24800014,37.375,39.5,57.125,1234.56787,953.591858,2.30768919,7.69230747,2.30768919,6.153846,4.615384,51,52,48,48,1197.081,1197.081,1197.081,1197.081,133.009,27.9862366,4.466614,11.4934235,42.5000038,1617,30,250,150,0.900000036,0,34,38.630703,32,55.77468,31,66.037796
